driver_id,name,phone,vehicle_id,area_id,status
26443,Shweta,8328246068,3719.0,9598.0,ACTIVE
26868,Vijay,8566538829,12433.0,5787.0,ACTIVE
19565,Amit,9057829729,26496.0,27499.0,ON_TRIP
5383,Manoj,9390539381,12054.0,3865.0,ON_TRIP
29164,Manoj,8319099544,15186.0,23977.0,ACTIVE
24986,Rekha,8892557282,677.0,26576.0,ACTIVE
11032,Pooja,8046329172,,26406.0,INACTIVE
8736,Neha,9332618998,25477.0,5774.0,ON_TRIP
27240,Rekha,7354957237,27419.0,19730.0,ACTIVE
6435,Amit,7616753403,7171.0,3398.0,ACTIVE
21434,Ramesh,9569497338,11142.0,10110.0,ON_TRIP
21855,Meera,9556526439,8796.0,8829.0,ACTIVE
2169,Vijay,invalid,18005.0,15269.0,ON_TRIP
21996,Sanjay,,21138.0,4759.0,ACTIVE
22562,Suresh,7855007190,1168.0,28272.0,ACTIVE
24445,Rohit,9359618521,527.0,26044.0,ON_TRIP
21687,Geeta,7888335276,2094.0,9972.0,ON_TRIP
14577,Deepak,7828271758,6146.0,4521.0,ACTIVE
13726,Rekha,7955123132,10008.0,29776.0,ACTIVE
4707,Amit,8762864997,12282.0,16535.0,ACTIVE
4297,Suresh,7008139224,22026.0,12674.0,ACTIVE
28951,Anjali,8527197844,24680.0,24325.0,
23586,Dinesh,8229431686,29690.0,23207.0,ACTIVE
3726,Neha,8375338054,12492.0,17009.0,ON_TRIP
20373,Anjali,7320445796,17513.0,26852.0,ACTIVE
6401,Rahul,8243141616,29772.0,23202.0,ACTIVE
5659,,123,21338.0,25351.0,ON_TRIP
28302,Deepak,8274644598,27321.0,5867.0,ON_TRIP
9677,Rohit,7810035101,805.0,14803.0,ACTIVE
26623,???,7090005991,12379.0,28079.0,ACTIVE
1044,Rekha,7263900868,,3243.0,ACTIVE
822,Ashok,9569922378,19011.0,2348.0,ON_TRIP
13956,Geeta,7952888601,25524.0,-1.0,ACTIVE
14085,Sanjay,7565670392,28718.0,356.0,ACTIVE
13283,Priya,7129978045,1450.0,29785.0,ACTIVE
7485,Kavita,7969441821,17905.0,10142.0,ON_TRIP
25884,Sanjay,7187533407,1972.0,26433.0,ACTIVE
18716,Anjali,9783872306,13397.0,23071.0,ACTIVE
28789,Meera,8408941907,15798.0,963.0,ON_TRIP
27501,Sanjay,8699275921,26156.0,4741.0,ON_TRIP
26952,,7448455448,16022.0,346.0,ACTIVE
20217,Kavita,9960621701,17928.0,23281.0,ACTIVE
29059,Neha,9207603404,,,ON_TRIP
26022,Nita,7772532458,18842.0,18080.0,ACTIVE
29884,Anjali,7872837264,21320.0,13542.0,ACTIVE
13590,Ashok,8366817764,13530.0,10256.0,ACTIVE
17992,Pooja,,14828.0,2214.0,INACTIVE
27034,Manoj,9872642450,3303.0,28981.0,ACTIVE
20549,Manoj,9689875885,28866.0,14857.0,ACTIVE
29551,Ravi,8143455571,14718.0,25039.0,ON_TRIP
2904,Anjali,9774221901,15679.0,2417.0,ACTIVE
28008,Ramesh,7974590772,99999.0,17188.0,ON_TRIP
3777,Rohit,7943534299,25689.0,,ACTIVE
15479,Arjun,8875648401,24174.0,26443.0,ON_TRIP
20538,Meera,9259519666,21212.0,12810.0,ACTIVE
12690,Deepak,9092819805,6668.0,7305.0,ON_TRIP
8185,,9754554257,16509.0,27519.0,ACTIVE
5041,Anjali,9110186655,17033.0,5063.0,ACTIVE
29527,Ramesh,9082640111,11665.0,,ACTIVE
29218,Manoj,8191486993,24179.0,12163.0,ACTIVE
22503,Rekha,9681380990,10037.0,9999.0,ON_TRIP
3185,Anjali,7982773933,7776.0,14766.0,ON_TRIP
5909,Rekha,123,14658.0,19124.0,ON_TRIP
14652,Neha,8900932181,14899.0,20471.0,ON_TRIP
17732,Sunita,7480554084,13669.0,17868.0,INACTIVE
1792,Nita,8400267476,29727.0,26673.0,ON_TRIP
1531,Geeta,8658041651,9925.0,25570.0,INACTIVE
24120,Meera,7644678345,22511.0,25273.0,
3257,Manoj,8258130835,15680.0,9352.0,
211,Arjun,7872938648,1009.0,26959.0,ON_TRIP
3190,Meera,7835899744,12579.0,6633.0,ACTIVE
1669,Rekha,8846030032,15089.0,606.0,ACTIVE
25619,Pooja,7263524503,5907.0,7784.0,INACTIVE
3109,Nita,9770103321,11370.0,18914.0,ON_TRIP
12241,Ramesh,invalid,12849.0,29336.0,ON_TRIP
4814,Ramesh,8575561439,24880.0,20888.0,ACTIVE
17688,Pooja,8600514601,2777.0,17986.0,INACTIVE
8506,???,,27683.0,4517.0,ON_TRIP
5415,Dinesh,8095611713,9433.0,18777.0,ON_TRIP
9200,Priya,123,9636.0,10097.0,ON_TRIP
9474,Neha,9112379617,23380.0,12686.0,ACTIVE
24519,Sanjay,9095502855,14350.0,6787.0,INACTIVE
8011,Anjali,9949065671,20708.0,4178.0,ACTIVE
12114,Ravi,9280573117,16387.0,1598.0,ACTIVE
11506,Shweta,9821389104,21594.0,21838.0,
27022,Neha,8844177405,1496.0,14455.0,INACTIVE
21480,,8292495041,10678.0,13051.0,ACTIVE
24164,Sanjay,9111962610,24651.0,22.0,
7404,Pooja,8104443916,23755.0,3992.0,
25310,Geeta,7671160062,,20556.0,ON_TRIP
4581,Meera,9363907847,24166.0,23206.0,INACTIVE
9277,Dinesh,7242995063,15707.0,26356.0,ON_TRIP
23006,Kavita,8845628358,29543.0,506.0,ACTIVE
28002,Meera,9980264365,23081.0,27087.0,ACTIVE
24701,Ashok,9522730211,26531.0,14143.0,INACTIVE
9527,Meera,7483800032,2026.0,5836.0,INACTIVE
11718,Suresh,8362137913,8574.0,16584.0,ACTIVE
3442,Dinesh,8057404910,26719.0,5806.0,ON_TRIP
23336,Ashok,9059898094,25384.0,14751.0,ACTIVE
23228,Ashok,9158304766,27714.0,26641.0,ON_TRIP
24381,Geeta,8344463696,6502.0,10607.0,INACTIVE
9935,,7153591856,2500.0,22807.0,ON_TRIP
3397,,8269215094,,3379.0,ACTIVE
1661,Rohit,9354253950,13539.0,12859.0,
10905,Rahul,8919559844,22564.0,23972.0,ON_TRIP
15618,Dinesh,7721128629,22888.0,10224.0,ON_TRIP
10204,Manoj,8895768255,22649.0,332.0,ACTIVE
29689,Amit,8101362925,28662.0,27865.0,INACTIVE
20533,Shweta,9358260054,29602.0,25071.0,ACTIVE
11579,Ramesh,7374933423,27394.0,1444.0,INACTIVE
3411,Kavita,7899578880,23454.0,10160.0,ACTIVE
15268,Ashok,7564047695,27186.0,27484.0,INACTIVE
492,Ravi,8235174275,17968.0,25542.0,ACTIVE
21508,Kavita,9857714057,,,ON_TRIP
13982,Shweta,7164288101,27366.0,7637.0,INACTIVE
27991,Ravi,9663145066,6314.0,22684.0,ACTIVE
12333,Nita,,10969.0,5257.0,ACTIVE
3548,Arjun,9200850344,15293.0,257.0,
5406,Priya,8501387242,29116.0,4264.0,ACTIVE
15948,Neha,7261391034,24547.0,27170.0,INACTIVE
21280,Kavita,7844337862,17383.0,7808.0,ACTIVE
17352,Vijay,9100857350,29731.0,7494.0,INACTIVE
20037,Ramesh,8152185326,15931.0,3956.0,INACTIVE
1636,Vijay,7498456697,7777.0,2583.0,ON_TRIP
4169,Meera,8583141303,25449.0,6486.0,ACTIVE
10942,Ramesh,7887305110,13486.0,9287.0,INACTIVE
424,Ravi,7232492316,17273.0,17054.0,ACTIVE
28534,Sunita,8117786066,8731.0,16436.0,ON_TRIP
4700,Amit,8577165031,23484.0,195.0,ACTIVE
18090,Ashok,7598616778,9630.0,24914.0,ACTIVE
4580,Ramesh,8554091654,22538.0,27981.0,ACTIVE
6603,Priya,9380295362,15568.0,28983.0,INACTIVE
8562,Kavita,8305921164,13959.0,16314.0,ACTIVE
27344,Rohit,7562410017,17474.0,3219.0,INACTIVE
20169,Rahul,9544597799,6042.0,19324.0,ON_TRIP
19898,Ravi,7452391963,,18183.0,ACTIVE
19974,Ramesh,9742251543,4580.0,22612.0,ACTIVE
28985,Rekha,8468696139,4444.0,17193.0,INACTIVE
14813,Neha,8405495290,20586.0,2288.0,ACTIVE
29802,Shweta,7921090189,21151.0,25393.0,ON_TRIP
22687,Dinesh,9501387426,8031.0,25382.0,INACTIVE
20884,Meera,9405146271,25495.0,14992.0,ACTIVE
5854,Ramesh,9932546576,9661.0,24839.0,ACTIVE
5027,Neha,8032310764,16477.0,7723.0,ACTIVE
21868,Suresh,9185744782,29126.0,28472.0,INACTIVE
4784,Pooja,8377142792,9124.0,16509.0,ON_TRIP
5837,Suresh,7418169681,9343.0,4546.0,ACTIVE
13460,Shweta,8326657136,22933.0,7969.0,ACTIVE
20153,Sunita,9344041182,19316.0,21561.0,ACTIVE
274,Deepak,8283808627,24940.0,17346.0,ACTIVE
29064,Shweta,8533329939,9465.0,29938.0,INACTIVE
29786,Pooja,8114958049,12291.0,17866.0,ON_TRIP
25878,Ashok,9397621709,4201.0,23453.0,
19081,Manoj,9179527856,29469.0,13110.0,ACTIVE
8293,Manoj,7350609829,9805.0,6931.0,ACTIVE
22274,Vijay,8331439424,8190.0,5829.0,ACTIVE
20842,Ashok,8774174595,24791.0,29720.0,ACTIVE
5423,Pooja,7719934148,21944.0,5262.0,ACTIVE
23279,Sanjay,9874182644,22879.0,10321.0,INACTIVE
6759,Rekha,8338786785,16120.0,20750.0,ACTIVE
5512,Manoj,9438597515,28112.0,23841.0,INACTIVE
6317,Ramesh,9046296696,99999.0,27139.0,ON_TRIP
27221,Ramesh,9541578975,29872.0,7535.0,ON_TRIP
5211,Sunita,9944470555,1240.0,4513.0,ACTIVE
26745,Manoj,8602112620,18295.0,17821.0,ACTIVE
3032,Manoj,8331887338,19806.0,4849.0,ACTIVE
26321,Anjali,7313040237,10147.0,9434.0,ACTIVE
20002,Anjali,9644013602,17366.0,829.0,ACTIVE
18237,Nita,9013993683,5848.0,4734.0,ACTIVE
11962,Kavita,,22635.0,5803.0,ACTIVE
429,Manoj,7194945009,,23354.0,ON_TRIP
20052,Pooja,9999999999,29183.0,6795.0,ON_TRIP
6245,Ashok,8339105726,-1.0,,ACTIVE
1256,Rekha,9862713147,24481.0,9269.0,ACTIVE
28227,Priya,9378313365,19676.0,19558.0,ACTIVE
6664,Rekha,8226190319,21017.0,21193.0,ON_TRIP
6626,Shweta,9956922619,15200.0,26738.0,ACTIVE
22370,Geeta,8648474924,26873.0,29046.0,ON_TRIP
3877,Geeta,7160138014,99999.0,2582.0,ACTIVE
4597,Anjali,9206827232,25599.0,5421.0,ON_TRIP
24962,Meera,7160313041,23710.0,28845.0,ON_TRIP
18474,Deepak,9439153716,3170.0,15733.0,
26349,Sanjay,8588329830,13698.0,12789.0,INACTIVE
8241,Ramesh,8396371346,5178.0,22854.0,ON_TRIP
22096,Anjali,8284109786,4530.0,26993.0,
16773,Manoj,9106716942,11890.0,221.0,INACTIVE
23083,Neha,9979273918,7657.0,3249.0,ACTIVE
25787,Manoj,7313395903,12711.0,28313.0,INACTIVE
3589,Suresh,9257242503,10112.0,5049.0,INACTIVE
5437,Ashok,7822429542,,11456.0,ACTIVE
23078,Rahul,8078279906,9413.0,1401.0,ACTIVE
21158,Ramesh,9617762532,,27225.0,ON_TRIP
6814,Shweta,7800678797,1792.0,22533.0,ACTIVE
17179,Dinesh,7382429003,,11196.0,ACTIVE
8603,Manoj,7991623390,,16777.0,ACTIVE
6165,Nita,8655689499,9129.0,4806.0,ACTIVE
21228,Deepak,7566560731,5775.0,17468.0,ACTIVE
10009,Vijay,9714883233,26111.0,6085.0,ON_TRIP
25752,Rekha,7147559915,18728.0,14418.0,ACTIVE
2534,Ashok,8177114012,9638.0,7903.0,ON_TRIP
24338,Sunita,invalid,6621.0,23401.0,ACTIVE
23949,Ravi,8765073668,9092.0,4264.0,INACTIVE
3173,Sunita,8695460845,6979.0,348.0,INACTIVE
21106,Kavita,7443903335,17530.0,2809.0,INACTIVE
1332,Rohit,9036837094,9025.0,15722.0,INACTIVE
17293,Sunita,,17130.0,5415.0,ON_TRIP
10169,Dinesh,8530956630,,17921.0,ON_TRIP
16306,Rohit,8363626186,6361.0,28049.0,ACTIVE
21851,Manoj,8200516123,8804.0,28489.0,ACTIVE
21850,Neha,9969546806,10280.0,3856.0,ACTIVE
2407,Pooja,8132217187,12071.0,22782.0,ACTIVE
21306,Nita,,7316.0,13079.0,ON_TRIP
4970,Pooja,7452743705,24199.0,2813.0,ACTIVE
9953,Amit,invalid,6824.0,20111.0,ACTIVE
24065,Amit,9894783685,3359.0,22995.0,ACTIVE
15206,Pooja,9052702755,25325.0,7103.0,ACTIVE
15096,Priya,8916383639,25399.0,12469.0,ON_TRIP
21832,Priya,9280653018,28809.0,8229.0,ACTIVE
6461,Priya,9038848284,752.0,1182.0,ACTIVE
27990,Suresh,7974959549,19615.0,3670.0,ACTIVE
7336,Meera,8873783939,25111.0,22222.0,ACTIVE
7546,Priya,8478621148,7663.0,5091.0,ACTIVE
4660,Priya,7510966741,12648.0,25185.0,ON_TRIP
12619,Anjali,7347011334,29669.0,26707.0,ACTIVE
9774,Neha,8900314870,19444.0,7494.0,ON_TRIP
2886,Rohit,8879630881,13952.0,15857.0,ACTIVE
13617,Ravi,9256760078,22282.0,26709.0,ACTIVE
8915,Pooja,8356876519,18583.0,23604.0,ACTIVE
23309,Kavita,7573792467,9612.0,2115.0,ACTIVE
13849,Geeta,9323154678,18544.0,12122.0,ACTIVE
25469,Anjali,8897558537,12631.0,390.0,ON_TRIP
28487,Deepak,8906720975,12645.0,2945.0,ACTIVE
2618,Arjun,9752103938,16680.0,16593.0,ACTIVE
458,Rohit,9702065853,16712.0,26213.0,ON_TRIP
12620,Neha,7793218288,24385.0,4104.0,INACTIVE
4171,Manoj,9198263476,23105.0,6237.0,ON_TRIP
26697,Ramesh,9092208266,,29664.0,ON_TRIP
4820,Amit,9524131612,12528.0,14311.0,ACTIVE
734,Ramesh,9011838534,,28272.0,ACTIVE
8930,Manoj,9186909603,4322.0,189.0,ON_TRIP
21901,Dinesh,9643907334,11806.0,8090.0,ACTIVE
6320,Ashok,8882655045,28767.0,8493.0,INACTIVE
5222,Rahul,9186577039,13261.0,15346.0,ACTIVE
10621,Dinesh,8220459415,5591.0,24754.0,INACTIVE
22980,Rohit,9166098076,21355.0,229.0,ACTIVE
13888,Priya,9281084915,,581.0,ON_TRIP
15307,Ravi,9679401260,8532.0,21418.0,INACTIVE
27222,Neha,8107314098,1114.0,5916.0,ON_TRIP
23925,Sunita,8811348265,,17637.0,INACTIVE
27749,Shweta,7132489314,21122.0,22028.0,ACTIVE
16232,Vijay,,12908.0,1843.0,ACTIVE
6691,Dinesh,7034828894,28727.0,17117.0,
2542,Shweta,8216634147,29571.0,5317.0,ACTIVE
22847,,8617741256,12738.0,,INACTIVE
8740,Priya,8815978985,2713.0,22089.0,ACTIVE
21529,Arjun,9896506669,11365.0,27854.0,ACTIVE
16324,Neha,9323215037,14849.0,11985.0,ACTIVE
24342,Sanjay,7917562703,,19809.0,ACTIVE
13315,Dinesh,8355415732,25097.0,23831.0,ON_TRIP
15233,Dinesh,7117064089,22786.0,4627.0,ON_TRIP
24872,,8747564477,17086.0,13851.0,ACTIVE
2112,Sunita,9757892591,12714.0,20680.0,INACTIVE
3123,Sanjay,8647369113,29425.0,17089.0,ACTIVE
22126,Neha,8726211316,22641.0,22043.0,INACTIVE
19407,,9635116108,17212.0,12925.0,ACTIVE
6092,Rohit,8298782222,13668.0,18674.0,INACTIVE
26995,Sunita,8079589831,7089.0,9693.0,ACTIVE
29835,Sunita,8426221543,11252.0,7068.0,INACTIVE
22992,,7572354282,7043.0,3428.0,ACTIVE
16597,Sunita,,7298.0,26520.0,ACTIVE
25694,Deepak,7839789356,11013.0,21206.0,ON_TRIP
9647,Rahul,8120448795,8397.0,8601.0,ACTIVE
28018,Vijay,8460071909,29541.0,24514.0,ACTIVE
23125,Kavita,7913594348,3899.0,23054.0,ON_TRIP
25545,Neha,8654995820,13959.0,19083.0,ACTIVE
12650,Kavita,9830067351,4250.0,23579.0,ON_TRIP
28061,Neha,7841926635,,8824.0,INACTIVE
27125,Neha,7147495130,25594.0,17001.0,ON_TRIP
22112,Vijay,8902922628,16542.0,,INACTIVE
97,Ashok,7033546719,21640.0,24142.0,ACTIVE
21249,Neha,8385524807,9808.0,,ON_TRIP
22682,Shweta,9772497496,7239.0,8404.0,ACTIVE
929,Dinesh,9999999999,22323.0,20289.0,INACTIVE
26377,Ravi,9580363715,10347.0,1470.0,ACTIVE
9893,Sunita,9976205881,13092.0,28865.0,INACTIVE
10298,Sanjay,9401450082,1047.0,13068.0,ACTIVE
25060,Pooja,9042742486,11302.0,6728.0,ON_TRIP
16325,,7359522202,7982.0,-1.0,ACTIVE
9754,Sunita,7569657983,25034.0,28257.0,ACTIVE
3470,???,invalid,6235.0,29972.0,ACTIVE
25979,Sunita,8915621531,8912.0,18953.0,ON_TRIP
13678,Manoj,8608363980,12280.0,20374.0,ACTIVE
3580,,8423738712,988.0,21434.0,ACTIVE
7828,Meera,9397505889,28674.0,5983.0,ACTIVE
5536,Shweta,9323609396,20684.0,19520.0,ACTIVE
8651,Rohit,9309147440,27949.0,3896.0,INACTIVE
22012,Kavita,8559352946,99999.0,4088.0,ACTIVE
29570,Dinesh,7679843526,22112.0,6000.0,ACTIVE
16779,Meera,9343848682,16125.0,27574.0,ACTIVE
29822,Dinesh,9887023237,20522.0,20384.0,INACTIVE
20517,Arjun,9244303551,1997.0,17307.0,ACTIVE
5326,Amit,8747647309,28045.0,29431.0,ACTIVE
18392,Neha,7562971665,26324.0,11711.0,ACTIVE
19045,Nita,8140427943,26946.0,22983.0,ON_TRIP
4286,Suresh,9738907091,-1.0,,ON_TRIP
6329,Suresh,8310960957,14477.0,6025.0,ACTIVE
18141,Kavita,9291149943,4108.0,21835.0,ACTIVE
28947,Deepak,7103236077,29722.0,29480.0,ACTIVE
29796,Rekha,7065945184,26841.0,,ACTIVE
7566,Dinesh,7381891102,10059.0,347.0,ACTIVE
14772,Anjali,7556595072,29176.0,10209.0,ACTIVE
7894,Rekha,9745943883,17173.0,,ACTIVE
13178,Pooja,9541679523,9193.0,16601.0,ACTIVE
13762,Suresh,9108431954,3609.0,21814.0,ON_TRIP
22807,Pooja,9463894207,13238.0,7739.0,ACTIVE
19291,Shweta,8313207318,9718.0,18068.0,ON_TRIP
7666,Dinesh,8090932792,696.0,13928.0,INACTIVE
9708,Sunita,7921718292,18259.0,1872.0,ACTIVE
26384,,7787778955,27045.0,6513.0,ACTIVE
3790,Geeta,9466983136,6399.0,4348.0,INACTIVE
19215,Manoj,9911598984,6121.0,9999.0,ACTIVE
27711,Rekha,9189545039,11919.0,4036.0,INACTIVE
15076,Manoj,123,23537.0,5331.0,ACTIVE
3387,Deepak,8985669203,10797.0,23136.0,ACTIVE
28553,Deepak,8239216186,19949.0,5121.0,ON_TRIP
7568,Ashok,7493231319,6468.0,20569.0,ACTIVE
19853,Kavita,9871704825,18347.0,10663.0,ACTIVE
18732,Amit,9960782646,22914.0,20473.0,ACTIVE
15341,Geeta,,26673.0,26406.0,ACTIVE
10446,Rahul,8587316498,27996.0,10312.0,ACTIVE
27068,Ramesh,8929504031,27351.0,27965.0,ACTIVE
